user_id,product_id,interaction_type
558,223,wishlist_add
558,196,wishlist_add
558,219,click
558,46,R5
558,73,R5
558,195,R5
558,283,click
558,57,wishlist_add
558,197,wishlist_add
558,214,wishlist_add
558,64,R5
558,219,R4
558,219,wishlist_add
559,9,R5
559,219,cart_add
559,220,cart_add
559,68,click
559,217,wishlist_add
559,219,wishlist_add
559,50,cart_add
559,207,R5
559,57,click
559,196,cart_add
559,206,R4
559,209,wishlist_add
559,43,wishlist_add
559,196,R5
559,64,R5
559,219,wishlist_add
559,220,wishlist_add
559,57,cart_add
559,57,wishlist_add
559,64,cart_add
560,9,wishlist_add
560,209,cart_add
560,196,R4
560,22,cart_add
560,207,cart_add
560,206,cart_add
560,63,click
560,197,wishlist_add
560,221,wishlist_add
560,208,wishlist_add
560,197,R5
560,219,cart_add
560,216,cart_add
560,217,R5
560,225,wishlist_add
560,137,click
560,9,R5
560,22,wishlist_add
560,43,wishlist_add
560,219,R5
561,198,R4
561,206,R4
561,209,cart_add
561,196,R5
561,221,click
561,209,wishlist_add
561,212,wishlist_add
561,43,wishlist_add
561,22,wishlist_add
561,210,cart_add
561,50,wishlist_add
561,210,wishlist_add
561,216,wishlist_add
561,207,cart_add
561,46,R5
561,208,cart_add
561,103,click
561,197,cart_add
561,73,R5
561,198,cart_add
562,216,R5
562,195,wishlist_add
562,43,cart_add
562,196,R5
562,199,cart_add
562,216,cart_add
562,207,cart_add
562,214,wishlist_add
562,22,R5
562,220,wishlist_add
562,198,cart_add
562,223,wishlist_add
562,146,click
562,217,cart_add
562,221,click
562,57,R5
562,209,R5
562,64,wishlist_add
562,196,wishlist_add
562,210,wishlist_add
563,9,wishlist_add
563,43,cart_add
563,46,R5
563,200,cart_add
563,217,click
563,198,cart_add
563,73,wishlist_add
563,210,cart_add
563,215,wishlist_add
